"LSOA21CD","Index of Multiple Deprivation (IMD) Rank (where 1 is most deprived)","Index of Multiple Deprivation (IMD) Decile (where 1 is most deprived 10% of LSOAs)","Income Rank (where 1 is most deprived)","Income Decile (where 1 is most deprived 10% of LSOAs)","Employment Rank (where 1 is most deprived)","Employment Decile (where 1 is most deprived 10% of LSOAs)","Education, Skills and Training Rank (where 1 is most deprived)","Education, Skills and Training Decile (where 1 is most deprived 10% of LSOAs)","Health Deprivation and Disability Rank (where 1 is most deprived)","Health Deprivation and Disability Decile (where 1 is most deprived 10% of LSOAs)","Crime Rank (where 1 is most deprived)","Crime Decile (where 1 is most deprived 10% of LSOAs)","Barriers to Housing and Services Rank (where 1 is most deprived)","Barriers to Housing and Services Decile (where 1 is most deprived 10% of LSOAs)","Living Environment Rank (where 1 is most deprived)","Living Environment Decile (where 1 is most deprived 10% of LSOAs)","Output_Area_to_Lower_layer_Supe.MSOA21CD","Total annual income.Total annual income (£)","LAD24CD","202425_local_authority_district.attainment8_average"
"E01017440","12636","4","8013","3","10351","4","15038","5","12781","4","10558","4","15885","5","32046","10","E02003609","71404","E06000056","43.3"
"E01017441","26452","8","30933","10","31898","10","27843","9","27761","9","32831","10","4033","2","10323","4","E02003609","71404","E06000056","43.3"
"E01017442","26744","8","21139","7","24271","8","25739","8","29880","9","28322","9","8430","3","32963","10","E02003611","66392","E06000056","43.3"
"E01017443","28019","9","24800","8","31883","10","26524","8","29368","9","32726","10","6728","2","20064","6","E02003611","66392","E06000056","43.3"
"E01017444","20731","7","21818","7","24809","8","16603","5","27906","9","27700","9","2737","1","15312","5","E02003609","71404","E06000056","43.3"
"E01017446","17860","6","15939","5","16032","5","11679","4","22238","7","22809","7","10738","4","20396","7","E02003612","76169","E06000056","43.3"
"E01017447","28491","9","25165","8","25496","8","25447","8","27611","9","25999","8","14347","5","28224","9","E02003612","76169","E06000056","43.3"
"E01017449","23238","7","19107","6","22757","7","22566","7","26601","8","21838","7","6308","2","30856","10","E02003612","76169","E06000056","43.3"
"E01017450","23527","7","24972","8","23529","7","15604","5","26620","8","25974","8","9392","3","16156","5","E02003615","72993","E06000056","43.3"
"E01017451","15849","5","24848","8","28228","9","14036","5","29127","9","27528","9","2788","1","569","1","E02003607","72271","E06000056","43.3"
"E01017452","24187","8","23890","8","26429","8","18909","6","25011","8","26254","8","9196","3","14781","5","E02003607","72271","E06000056","43.3"
"E01017453","9434","3","9396","3","5565","2","12426","4","6727","2","14245","5","10700","4","30379","9","E02003620","60246","E06000055","44.9"
"E01017454","28269","9","27333","9","22888","7","20065","6","24547","8","26532","8","23302","7","27687","9","E02003620","60246","E06000055","44.9"
"E01017455","24360","8","22282","7","18799","6","19215","6","21836","7","20570","7","22838","7","26412","8","E02003620","60246","E06000055","44.9"
"E01017456","31460","10","30213","9","26657","8","25863","8","25293","8","30970","10","30795","10","25204","8","E02003620","60246","E06000055","44.9"
"E01017457","17162","6","15233","5","12539","4","18307","6","9966","3","13511","5","29385","9","29434","9","E02003620","60246","E06000055","44.9"
"E01017458","26853","8","24309","8","26966","8","22037","7","19428","6","26102","8","12516","4","32754","10","E02003620","60246","E06000055","44.9"
"E01017459","28880","9","29207","9","29409","9","29177","9","24710","8","33419","10","7035","3","24632","8","E02003623","81713","E06000055","44.9"
"E01017460","30742","10","27460","9","30860","10","32095","10","31490","10","27646","9","10231","4","28751","9","E02003623","81713","E06000055","44.9"
"E01017462","30186","9","32350","10","29168","9","30469","10","26798","8","28313","9","8424","3","27877","9","E02003623","81713","E06000055","44.9"
"E01017463","29160","9","27959","9","26922","8","27576","9","26376","8","32373","10","8824","3","31255","10","E02003623","81713","E06000055","44.9"
"E01017464","19663","6","32246","10","28752","9","29129","9","25670","8","33240","10","1360","1","1601","1","E02003617","65820","E06000055","44.9"
"E01017465","23501","7","28702","9","28758","9","28211","9","28401","9","33164","10","1017","1","14779","5","E02003617","65820","E06000055","44.9"
"E01017466","3120","1","4906","2","5459","2","2903","1","4811","2","697","1","11984","4","2873","1","E02003627","50852","E06000055","44.9"
"E01017467","22338","7","25209","8","26060","8","30230","9","20613","7","19220","6","29261","9","1543","1","E02003627","50852","E06000055","44.9"
"E01017468","20542","7","23853","8","26038","8","23925","8","20088","6","18597","6","29115","9","1131","1","E02003627","50852","E06000055","44.9"
"E01017470","28812","9","30279","9","27608","9","29820","9","26843","8","29680","9","31029","10","5551","2","E02003627","50852","E06000055","44.9"
"E01017471","1707","1","3169","1","2180","1","3419","2","1851","1","590","1","8649","3","5487","2","E02003627","50852","E06000055","44.9"
"E01017472","4366","2","2749","1","4587","2","2698","1","5309","2","6415","2","16695","5","22894","7","E02003630","48273","E06000055","44.9"
"E01017474","3307","1","3185","1","4651","2","2880","1","6762","3","1809","1","11061","4","6125","2","E02003630","48273","E06000055","44.9"
"E01017475","10887","4","11025","4","14581","5","8147","3","12810","4","12555","4","14533","5","3948","2","E02003630","48273","E06000055","44.9"
"E01017476","15095","5","10561","4","16089","5","9276","3","12652","4","17517","6","26850","8","19840","6","E02003630","48273","E06000055","44.9"
"E01017477","2132","1","1152","1","1763","1","1690","1","1898","1","10774","4","14585","5","29962","9","E02003630","48273","E06000055","44.9"
"E01017478","17353","6","22220","7","22437","7","22127","7","22406","7","26183","8","1492","1","6259","2","E02003618","64017","E06000055","44.9"
"E01017479","16930","6","22402","7","18763","6","16323","5","13931","5","15391","5","12768","4","5546","2","E02003618","64017","E06000055","44.9"
"E01017480","22907","7","20603","7","22238","7","20782","7","19505","6","23591","7","8181","3","30253","9","E02003618","64017","E06000055","44.9"
"E01017481","21882","7","17966","6","23530","7","16638","5","20615","7","22402","7","10005","3","26728","8","E02003618","64017","E06000055","44.9"
"E01017482","11326","4","16810","5","9065","3","17417","6","7535","3","6784","3","21019","7","5785","2","E02003624","53550","E06000055","44.9"
"E01017483","28980","9","25359","8","28747","9","21309","7","23050","7","25944","8","28968","9","21429","7","E02003624","53550","E06000055","44.9"
"E01017484","7301","3","15796","5","7128","3","15106","5","1563","1","9610","3","16130","5","2732","1","E02003624","53550","E06000055","44.9"
"E01017485","21663","7","22905","7","21362","7","27432","9","16251","5","26315","8","26763","8","3507","2","E02003624","53550","E06000055","44.9"
"E01017487","13090","4","11699","4","13412","4","14377","5","9114","3","18781","6","5106","2","28617","9","E02007010","65428","E06000055","44.9"
"E01017488","27868","9","25925","8","27661","9","17666","6","19969","6","24334","8","25792","8","27174","9","E02003622","50626","E06000055","44.9"
"E01017489","7869","3","4778","2","5855","2","6400","2","8635","3","12827","4","19855","6","32019","10","E02003622","50626","E06000055","44.9"
"E01017490","4067","2","3609","2","3103","1","4681","2","3122","1","6884","3","10682","4","25368","8","E02003622","50626","E06000055","44.9"
"E01017491","21611","7","16546","5","17790","6","19329","6","19113","6","22944","7","26771","8","18840","6","E02003622","50626","E06000055","44.9"
"E01017492","5808","2","5923","2","5672","2","6013","2","6090","2","2595","1","9570","3","30170","9","E02003622","50626","E06000055","44.9"
"E01017493","13917","5","11148","4","11203","4","13041","4","13417","4","19305","6","8531","3","32018","10","E02003622","50626","E06000055","44.9"
"E01017495","20308","7","20419","7","20937","7","17367","6","22138","7","19712","6","4670","2","25546","8","E02003619","65977","E06000055","44.9"
"E01017496","20559","7","25811","8","21819","7","26605","8","21735","7","26280","8","1155","1","19842","6","E02003619","65977","E06000055","44.9"
"E01017497","10841","4","9808","3","14980","5","12813","4","12919","4","9336","3","25270","8","1695","1","E02003625","43537","E06000055","44.9"
"E01017498","22607","7","23569","7","18498","6","19563","6","17042","6","21923","7","29986","9","11822","4","E02003625","43537","E06000055","44.9"
"E01017499","10448","4","14265","5","9583","3","16133","5","6052","2","11023","4","15049","5","5035","2","E02003625","43537","E06000055","44.9"
"E01017500","6225","2","8527","3","6341","2","11928","4","5189","2","4818","2","14591","5","2824","1","E02003625","43537","E06000055","44.9"
"E01017501","8491","3","9218","3","7708","3","11741","4","6185","2","9384","3","15130","5","8255","3","E02003625","43537","E06000055","44.9"
"E01017502","1362","1","3361","1","2082","1","5031","2","140","1","249","1","8010","3","11642","4","E02003625","43537","E06000055","44.9"
"E01017503","11346","4","14087","5","14578","5","12110","4","15449","5","9465","3","6022","2","4274","2","E02003617","65820","E06000055","44.9"
"E01017504","21258","7","27314","9","23904","8","28704","9","29234","9","25900","8","1557","1","8912","3","E02003617","65820","E06000055","44.9"
"E01017505","15627","5","15795","5","14321","5","10024","3","16927","6","10571","4","28204","9","12597","4","E02003632","52761","E06000055","44.9"
"E01017506","9794","3","9180","3","11540","4","5320","2","7580","3","10562","4","18011","6","17443","6","E02003632","52761","E06000055","44.9"
"E01017507","18590","6","18287","6","18292","6","13708","5","12768","4","19499","6","20580","7","16107","5","E02003632","52761","E06000055","44.9"
"E01017508","18707","6","17995","6","19881","6","14453","5","18597","6","18629","6","22466","7","7339","3","E02003632","52761","E06000055","44.9"
"E01017509","6703","2","5131","2","5200","2","5110","2","7496","3","13869","5","12174","4","23799","8","E02003631","53785","E06000055","44.9"
"E01017510","19626","6","17417","6","18565","6","13569","5","19612","6","16313","5","24500","8","15002","5","E02003631","53785","E06000055","44.9"
"E01017511","19366","6","17463","6","16124","5","14877","5","13553","5","16186","5","21143","7","32876","10","E02003631","53785","E06000055","44.9"
"E01017512","8740","3","8436","3","8944","3","5303","2","8682","3","6849","3","20928","7","16777","5","E02003631","53785","E06000055","44.9"
"E01017513","19389","6","16308","5","19233","6","9089","3","18811","6","19930","6","28352","9","19538","6","E02003633","60205","E06000055","44.9"
"E01017514","7188","3","6129","2","5132","2","4823","2","6604","2","15811","5","16370","5","24180","8","E02003633","60205","E06000055","44.9"
"E01017515","9730","3","6492","2","8796","3","5474","2","11450","4","15610","5","17005","6","27405","9","E02003633","60205","E06000055","44.9"
"E01017517","23188","7","20929","7","24784","8","15008","5","20236","6","18057","6","22024","7","18853","6","E02003633","60205","E06000055","44.9"
"E01017518","10216","4","7775","3","10144","4","6938","3","10584","4","11180","4","19031","6","19006","6","E02003629","46897","E06000055","44.9"
"E01017519","5846","2","5199","2","7045","3","3370","1","6070","2","4428","2","13886","5","24397","8","E02003629","46897","E06000055","44.9"
"E01017520","12929","4","10948","4","12197","4","8959","3","9452","3","25239","8","11043","4","24727","8","E02003629","46897","E06000055","44.9"
"E01017521","13220","4","14239","5","13603","5","6296","2","11252","4","11380","4","18800","6","20487","7","E02003629","46897","E06000055","44.9"
"E01017522","7951","3","7708","3","10883","4","5009","2","11338","4","4065","2","16184","5","9424","3","E02003629","46897","E06000055","44.9"
"E01017523","3432","2","1855","1","3427","2","1838","1","5658","2","6106","2","16272","5","25548","8","E02003629","46897","E06000055","44.9"
"E01017524","20066","6","19457","6","19163","6","17435","6","18353","6","8839","3","24945","8","17901","6","E02003626","60523","E06000055","44.9"
"E01017525","12418","4","9417","3","10974","4","10215","4","10565","4","17154","6","12926","4","28607","9","E02003626","60523","E06000055","44.9"
"E01017526","29772","9","25251","8","30769","10","24399","8","27916","9","32520","10","12314","4","29731","9","E02003626","60523","E06000055","44.9"
"E01017527","22998","7","20492","7","25957","8","20961","7","23140","7","10258","4","16433","5","19419","6","E02003626","60523","E06000055","44.9"
"E01017528","28288","9","28967","9","30498","10","28656","9","27963","9","32130","10","4039","2","26934","8","E02003618","64017","E06000055","44.9"
"E01017529","27464","9","28252","9","20527","7","20485","7","20580","7","22276","7","27954","9","29915","9","E02003621","62701","E06000055","44.9"
"E01017530","32390","10","29655","9","28759","9","27628","9","28672","9","28872","9","28007","9","32414","10","E02003621","62701","E06000055","44.9"
"E01017531","7182","3","4825","2","4653","2","8345","3","6977","3","12497","4","15221","5","30408","10","E02003621","62701","E06000055","44.9"
"E01017532","32959","10","31835","10","30710","10","25491","8","27844","9","30282","9","31840","10","31857","10","E02003621","62701","E06000055","44.9"
"E01017533","31698","10","31867","10","28886","9","24272","8","23529","7","27153","9","29052","9","30577","10","E02003621","62701","E06000055","44.9"
"E01017534","31760","10","28869","9","28332","9","24717","8","25155","8","30803","10","29400","9","32466","10","E02003621","62701","E06000055","44.9"
"E01017535","15998","5","9655","3","19387","6","8015","3","18256","6","21772","7","17626","6","23293","7","E02003628","48854","E06000055","44.9"
"E01017536","5141","2","3843","2","9846","3","2030","1","11486","4","8811","3","7924","3","5248","2","E02003628","48854","E06000055","44.9"
"E01017537","4446","2","2259","1","5016","2","2601","1","8075","3","10233","4","6074","2","32805","10","E02003628","48854","E06000055","44.9"
"E01017538","4135","2","1857","1","8804","3","1868","1","9627","3","10960","4","10517","4","4654","2","E02003628","48854","E06000055","44.9"
"E01017539","3413","2","2220","1","6791","3","1866","1","5885","2","10704","4","12455","4","2251","1","E02003628","48854","E06000055","44.9"
"E01017540","19856","6","29838","9","28912","9","29144","9","27853","9","32199","10","574","1","3857","2","E02003616","75512","E06000055","44.9"
"E01017541","20409","7","23259","7","22997","7","19882","6","25283","8","27448","9","1182","1","24378","8","E02003616","75512","E06000055","44.9"
"E01017542","13332","4","19593","6","19761","6","14244","5","21872","7","21803","7","1721","1","2185","1","E02003619","65977","E06000055","44.9"
"E01017543","15571","5","28458","9","24426","8","20280","7","16328","5","13017","4","914","1","5549","2","E02003619","65977","E06000055","44.9"
"E01017544","26403","8","26802","8","26193","8","31107","10","24323","8","28664","9","5757","2","19794","6","E02003616","75512","E06000055","44.9"
"E01017545","19764","6","24564","8","24698","8","27844","9","22167","7","21777","7","2531","1","6646","2","E02003616","75512","E06000055","44.9"
"E01017546","20097","6","26798","8","23872","8","28922","9","21530","7","29858","9","1003","1","10341","4","E02003617","65820","E06000055","44.9"
"E01017547","23704","8","28318","9","26992","8","26883","8","27175","9","22131","7","4360","2","9770","3","E02003617","65820","E06000055","44.9"
